FPGA idle power [mW]:,3570.2

Program energy [mJ]:,10.01

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,15.0
20000,0.001,42.3
40000,0.002,46.6
60000,0.003,45.2
80000,0.004,40.9
100000,0.005,42.3
120000,0.006,43.7
140000,0.007,22.2
160000,0.008,27.4
180000,0.009,43.7
200000,0.010,45.2
220000,0.011,42.3
240000,0.012,36.6
260000,0.013,78.3
280000,0.014,89.8
300000,0.015,69.6
320000,0.016,7.8
340000,0.017,63.0
360000,0.018,82.6
380000,0.019,78.3
400000,0.020,82.6
420000,0.021,92.7
440000,0.022,99.9
460000,0.023,102.7
480000,0.024,94.1
500000,0.025,104.2
520000,0.026,104.8
540000,0.027,109.9
560000,0.028,97.0
580000,0.029,95.5
600000,0.030,105.6
620000,0.031,115.7
640000,0.032,88.3
660000,0.033,78.3
680000,0.034,85.5
700000,0.035,97.1
720000,0.036,82.6
740000,0.037,82.6
760000,0.038,84.0
780000,0.039,84.0
800000,0.040,69.6
820000,0.041,84.0
840000,0.042,95.5
860000,0.043,81.1
880000,0.044,95.5
900000,0.045,108.5
920000,0.046,109.9
940000,0.047,107.0
960000,0.048,101.3
980000,0.049,102.7
1000000,0.050,117.1
1020000,0.051,109.9
1040000,0.052,102.7
1060000,0.053,104.8
1080000,0.054,107.0
1100000,0.055,88.3
1120000,0.056,84.0
1140000,0.057,75.4
1160000,0.058,85.5
1180000,0.059,78.3
1200000,0.060,76.8
1220000,0.061,75.4
1240000,0.062,87.8
1260000,0.063,86.9
1280000,0.064,75.4
1300000,0.065,89.8
1320000,0.066,78.3
1340000,0.067,104.2
1360000,0.068,98.4
1380000,0.069,112.8
1400000,0.070,97.0
1420000,0.071,97.1
1440000,0.072,97.0
1460000,0.073,109.9
1480000,0.074,107.0
1500000,0.075,108.5
1520000,0.076,104.2
1540000,0.077,101.3
1560000,0.078,89.8
1580000,0.079,88.3
1600000,0.080,70.7
1620000,0.081,82.6
1640000,0.082,85.5
1660000,0.083,78.3
1680000,0.084,71.1
1700000,0.085,84.0
1720000,0.086,84.0
1740000,0.087,75.4
1760000,0.088,82.6
1780000,0.089,80.0
1800000,0.090,108.5
1820000,0.091,104.2
1840000,0.092,102.7
1860000,0.093,108.5
1880000,0.094,109.9
1900000,0.095,105.6
1920000,0.096,98.4
1940000,0.097,102.7
1960000,0.098,106.4
1980000,0.099,78.3
2000000,0.100,33.7
2020000,0.101,63.9
2040000,0.102,61.0
2060000,0.103,68.2
2080000,0.104,69.6
2100000,0.105,75.4
2120000,0.106,74.0
2140000,0.107,78.5
2160000,0.108,81.1
2180000,0.109,79.7
2200000,0.110,79.7
2220000,0.111,69.6
2240000,0.112,63.9
2260000,0.113,71.1
2280000,0.114,71.1
2300000,0.115,70.7
2320000,0.116,74.0
2340000,0.117,75.4
2360000,0.118,74.0
2380000,0.119,78.3
2400000,0.120,69.6
2420000,0.121,63.9
