FPGA idle power [mW]:,3548.8

Program energy [mJ]:,6.22

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,20.5
20000,0.001,24.9
40000,0.002,24.9
60000,0.003,32.1
80000,0.004,30.6
100000,0.005,30.2
120000,0.006,32.1
140000,0.007,11.9
160000,0.008,16.2
180000,0.009,19.1
200000,0.010,20.5
220000,0.011,11.9
240000,0.012,17.7
260000,0.013,23.4
280000,0.014,22.4
300000,0.015,6.2
320000,0.016,22.0
340000,0.017,20.5
360000,0.018,20.5
380000,0.019,6.2
400000,0.020,14.8
420000,0.021,19.1
440000,0.022,9.0
460000,0.023,11.6
480000,0.024,20.5
500000,0.025,14.8
520000,0.026,26.3
540000,0.027,46.4
560000,0.028,52.2
580000,0.029,59.4
600000,0.030,56.5
620000,0.031,55.1
640000,0.032,55.0
660000,0.033,52.2
680000,0.034,59.4
700000,0.035,52.2
720000,0.036,60.8
740000,0.037,60.8
760000,0.038,56.5
780000,0.039,49.3
800000,0.040,53.6
820000,0.041,50.3
840000,0.042,53.6
860000,0.043,56.5
880000,0.044,58.0
900000,0.045,53.6
920000,0.046,46.4
940000,0.047,58.0
960000,0.048,53.6
980000,0.049,58.0
1000000,0.050,53.4
1020000,0.051,50.8
1040000,0.052,52.2
1060000,0.053,50.8
1080000,0.054,55.1
1100000,0.055,58.0
1120000,0.056,50.8
1140000,0.057,56.5
1160000,0.058,49.3
1180000,0.059,48.8
1200000,0.060,53.6
1220000,0.061,56.5
1240000,0.062,53.6
1260000,0.063,50.8
1280000,0.064,55.1
1300000,0.065,56.5
1320000,0.066,58.0
1340000,0.067,47.9
1360000,0.068,58.1
1380000,0.069,59.4
1400000,0.070,59.4
1420000,0.071,43.6
1440000,0.072,53.6
1460000,0.073,62.3
1480000,0.074,49.3
1500000,0.075,49.3
1520000,0.076,47.9
1540000,0.077,51.9
1560000,0.078,62.3
1580000,0.079,53.6
1600000,0.080,47.9
1620000,0.081,56.5
1640000,0.082,53.6
1660000,0.083,47.9
1680000,0.084,55.1
1700000,0.085,55.1
1720000,0.086,59.6
1740000,0.087,52.2
1760000,0.088,45.0
1780000,0.089,56.5
1800000,0.090,50.8
1820000,0.091,49.3
1840000,0.092,52.2
1860000,0.093,55.1
1880000,0.094,46.4
1900000,0.095,53.4
1920000,0.096,53.6
1940000,0.097,52.2
1960000,0.098,52.2
1980000,0.099,52.2
2000000,0.100,46.4
2020000,0.101,50.8
2040000,0.102,50.8
2060000,0.103,55.1
2080000,0.104,51.9
2100000,0.105,58.0
2120000,0.106,58.0
2140000,0.107,43.6
2160000,0.108,60.8
2180000,0.109,58.0
2200000,0.110,58.0
2220000,0.111,55.1
2240000,0.112,55.1
2260000,0.113,53.4
2280000,0.114,33.5
2300000,0.115,10.5
2320000,0.116,34.9
2340000,0.117,49.3
2360000,0.118,36.4
2380000,0.119,50.8
2400000,0.120,47.9
2420000,0.121,49.3
2440000,0.122,51.9
2460000,0.123,37.8
2480000,0.124,40.7
2500000,0.125,50.8
2520000,0.126,47.9
2540000,0.127,42.1
2560000,0.128,36.4
2580000,0.129,49.3
2600000,0.130,43.6
2620000,0.131,48.8
2640000,0.132,50.8
2660000,0.133,53.6
2680000,0.134,45.0
2700000,0.135,36.4
2720000,0.136,52.2
2740000,0.137,29.2
