FPGA idle power [mW]:,3547.7

Program energy [mJ]:,6.50

Cycle (assuming 20 MHz default clock),Time [s],Dynamic power [mW]
0,0.000,-5.9
20000,0.001,37.5
40000,0.002,37.5
60000,0.003,49.0
80000,0.004,49.0
100000,0.005,31.7
120000,0.006,40.3
140000,0.007,34.6
160000,0.008,21.6
180000,0.009,9.6
200000,0.010,15.9
220000,0.011,17.3
240000,0.012,18.8
260000,0.013,18.8
280000,0.014,18.8
300000,0.015,17.3
320000,0.016,21.6
340000,0.017,23.1
360000,0.018,31.3
380000,0.019,18.8
400000,0.020,27.4
420000,0.021,27.4
440000,0.022,21.6
460000,0.023,26.0
480000,0.024,27.4
500000,0.025,46.1
520000,0.026,60.5
540000,0.027,57.6
560000,0.028,57.6
580000,0.029,47.5
600000,0.030,61.9
620000,0.031,51.9
640000,0.032,56.2
660000,0.033,53.3
680000,0.034,57.6
700000,0.035,56.2
720000,0.036,57.6
740000,0.037,50.4
760000,0.038,61.9
780000,0.039,53.3
800000,0.040,57.6
820000,0.041,49.0
840000,0.042,61.9
860000,0.043,60.5
880000,0.044,53.3
900000,0.045,57.6
920000,0.046,51.9
940000,0.047,59.1
960000,0.048,54.7
980000,0.049,54.7
1000000,0.050,51.9
1020000,0.051,57.6
1040000,0.052,57.6
1060000,0.053,49.0
1080000,0.054,49.9
1100000,0.055,56.2
1120000,0.056,56.2
1140000,0.057,53.3
1160000,0.058,53.3
1180000,0.059,57.6
1200000,0.060,49.0
1220000,0.061,51.9
1240000,0.062,57.6
1260000,0.063,59.2
1280000,0.064,53.3
1300000,0.065,54.7
1320000,0.066,56.2
1340000,0.067,54.7
1360000,0.068,56.2
1380000,0.069,53.3
1400000,0.070,51.9
1420000,0.071,56.2
1440000,0.072,63.8
1460000,0.073,54.7
1480000,0.074,57.6
1500000,0.075,50.4
1520000,0.076,47.5
1540000,0.077,57.6
1560000,0.078,54.7
1580000,0.079,53.3
1600000,0.080,47.5
1620000,0.081,56.1
1640000,0.082,57.6
1660000,0.083,59.1
1680000,0.084,53.3
1700000,0.085,56.2
1720000,0.086,57.6
1740000,0.087,60.5
1760000,0.088,49.0
1780000,0.089,54.7
1800000,0.090,62.3
1820000,0.091,51.9
1840000,0.092,54.7
1860000,0.093,59.1
1880000,0.094,50.4
1900000,0.095,57.6
1920000,0.096,56.2
1940000,0.097,54.7
1960000,0.098,63.4
1980000,0.099,60.7
2000000,0.100,50.4
2020000,0.101,51.9
2040000,0.102,60.5
2060000,0.103,59.1
2080000,0.104,44.7
2100000,0.105,53.3
2120000,0.106,56.2
2140000,0.107,54.7
2160000,0.108,54.5
2180000,0.109,53.3
2200000,0.110,56.2
2220000,0.111,50.4
2240000,0.112,24.5
2260000,0.113,41.8
2280000,0.114,49.0
2300000,0.115,44.7
2320000,0.116,51.9
2340000,0.117,56.1
2360000,0.118,49.0
2380000,0.119,49.0
2400000,0.120,50.4
2420000,0.121,57.6
2440000,0.122,41.8
2460000,0.123,44.7
2480000,0.124,46.1
2500000,0.125,53.3
2520000,0.126,60.7
2540000,0.127,49.0
2560000,0.128,47.5
2580000,0.129,51.9
2600000,0.130,49.0
2620000,0.131,51.9
2640000,0.132,40.3
2660000,0.133,57.6
